data,estado,regiao,consumo_diario,pred,doubl_days,smth_date,mobility,smth_mob,activity,ma_consumo,ma_pred,dif_baseline,ma_dif_baseline,PET_Phase,consumo_diario_acl,pred_acl,ma_consumo_acl,ma_pred_acl,dif_baseline_acl,ma_dif_baseline_acl
2018-01-14,Brasil,NA,55255.724235367,56920.900701634775,NA,NA,NA,NA,NA,62285.920559084145,64998.81068962467,-0.041737534914212886,-0.05340489844061499,NA,15959.989142035,15685.52894775619,18459.559834750573,18720.002584585807,-0.013912538134459704,-0.03676121228859982
2018-01-15,Brasil,NA,65304.136251333,65937.71605401605,NA,NA,NA,NA,NA,62823.34235594714,65001.129511073654,-0.033503835571895756,-0.04862506529971507,NA,19201.967181625,18901.946581724023,18601.476792976715,18721.162167927127,-0.006393052625517833,-0.02713118348009624
2018-01-16,Brasil,NA,67383.942956334,67378.54515465797,NA,NA,NA,NA,NA,63405.562541185,65003.44833252264,-0.02458155424561045,-0.043534402382076134,NA,19705.233730165,19558.486306763978,18721.319935625146,18722.32175126845,-5.350915642903866e-5,-0.019684893450767633
2018-01-17,Brasil,NA,68541.880673121,67700.20442651447,NA,NA,NA,NA,NA,63971.69082288743,65005.76715397162,-0.01590745523600837,-0.03762016191221378,NA,19697.193427537,19630.75488838846,18816.170240970572,18723.481334609773,0.0049504098465634715,-0.013010781460653887
2018-01-18,Brasil,NA,69852.221694794,67645.16326191131,NA,NA,NA,NA,NA,64591.643831440284,65008.0859754206,-0.006406005310443609,-0.03104577678172104,NA,20038.239297878,19637.38102750829,18919.377902577286,18724.640917951092,0.010400038402846035,-0.006862542536160238
2018-01-19,Brasil,NA,69412.548542967,67356.65515887817,NA,NA,NA,NA,NA,65162.80112184572,65010.40479686959,0.0023441836034140085,-0.023744781541022216,NA,20181.844628967,19631.100760638587,19009.400295816,18725.800501292415,0.015144868947205396,-0.0012724418649206319
2018-01-20,Brasil,NA,63069.46754279,62144.72650648841,NA,NA,NA,NA,NA,65545.70312810085,65011.98732344302,0.008209498380699062,-0.01594038618486543,NA,18553.197170663,18043.545514865167,19048.23779698143,18726.963432520668,0.01715571056772859,0.0038988468354195596
2018-01-21,Brasil,NA,57438.908278419,56937.13245177766,NA,NA,NA,NA,NA,65857.58656282257,65014.306144892005,0.012970690113207058,-0.00812492546666258,NA,16173.086609001999,15693.646031145443,19078.68029226243,18728.12301586199,0.018718227988118764,0.00856038485293077
2018-01-22,Brasil,NA,68343.21655100399,65953.94780415893,NA,NA,NA,NA,NA,66291.740891347,65016.62496634099,0.01961215190216554,-5.369272560823943e-4,NA,19563.748543252,18910.063665113277,19130.36334392343,18729.282599203314,0.02141463468211942,0.012532911611164663
2018-01-23,Brasil,NA,70016.69040075,67394.77690480085,NA,NA,NA,NA,NA,66667.84766912072,65018.94378778997,0.02536036092361746,0.006597632053807307,NA,20127.203192249,19566.603390153232,19190.644695649713,18730.442182544637,0.02456976234837371,0.016050521826136484
2018-01-24,Brasil,NA,70153.131138916,67716.43617665736,NA,NA,NA,NA,NA,66898.02630709142,65021.262609238955,0.028863845802738937,0.01299353220219978,NA,20084.310878376,19638.871971777713,19245.947188626713,18731.601765885956,0.02745869943047176,0.01926599176669481
2018-01-25,Brasil,NA,68955.927185838,67871.47331184892,NA,NA,NA,NA,NA,66769.98423438343,65053.5926163729,0.026384271013781685,0.017677857391374823,NA,20080.395613837,19708.554014241057,19251.969519478,18741.76933541921,0.02722262636615568,0.02166921861859619
2018-01-26,Brasil,NA,67772.811331072,67381.32060656112,NA,NA,NA,NA,NA,66535.73606125556,65057.116251756175,0.022728025690186882,0.020589834832342373,NA,20051.246658697,19639.334376033465,19233.312666582286,18742.94556618991,0.026162755403661978,0.023243202398089986
2018-01-27,Brasil,NA,61061.29368296,62166.11232076013,NA,NA,NA,NA,NA,66248.85408127986,65060.17136808071,0.018270513098930047,0.022027122649232515,NA,18575.34855096,18051.639163045886,19236.477149481856,18744.101801644294,0.02626828177994473,0.024544998285549433
2018-01-28,Brasil,NA,55733.348804756,56953.36420192054,NA,NA,NA,NA,NA,66005.20272789942,65062.49018952969,0.01448933995030881,0.02224407262596134,NA,16104.010479171,15701.763114534697,19226.609130934572,18745.261384985617,0.025678369378967416,0.025539304198527814
