data,estado,regiao,consumo_diario,pred,doubl_days,smth_date,mobility,smth_mob,activity,ma_consumo,ma_pred,dif_baseline,ma_dif_baseline,PET_Phase,consumo_diario_acl,pred_acl,ma_consumo_acl,ma_pred_acl,dif_baseline_acl,ma_dif_baseline_acl
2018-07-15,Brasil,NA,51510.048596968,51540.86980556401,NA,NA,NA,NA,NA,58656.46377715976,59273.49715291499,-0.010409937078006271,-0.00525196397579458,NA,15955.425859384999,15740.379981458087,18527.96023845176,18648.862006086216,-0.006483064092328974,-0.008161146614515004
2018-07-16,Brasil,NA,60566.308211421,60559.23585806399,NA,NA,NA,NA,NA,58933.00952566662,59622.9833138837,-0.01157227884060634,-0.007568041946166846,NA,18980.22693313,18958.348315544627,18660.923932184905,18777.89790050983,-0.006229343079011448,-0.007997054216706998
2018-07-17,Brasil,NA,62292.858989673,62000.893963909475,NA,NA,NA,NA,NA,59142.836092560094,59625.30607144261,-0.008091698150856022,-0.008792885331435522,NA,19648.198998005,19615.717045788148,18722.82127872081,18779.061419961083,-0.0029948323817979663,-0.0073020371988026
2018-07-18,Brasil,NA,62515.709368588,62322.716855085964,NA,NA,NA,NA,NA,59413.52478131524,59627.62882900152,-0.0035906852559957616,-0.008708501489343667,NA,19687.099227962,19688.149246732613,18785.49882829124,18780.224939412332,2.808213903680197e-4,-0.006035993817990744
2018-07-19,Brasil,NA,62899.532295331,62267.72365045767,NA,NA,NA,NA,NA,59698.21002668334,59629.951586560426,0.0011447005792688725,-0.007191853502931317,NA,19809.385912788,19694.823345827313,18854.82312254005,18781.38845886358,0.003909969906501309,-0.0038838476951851674
2018-07-20,Brasil,NA,62922.746685257,61979.134120835995,NA,NA,NA,NA,NA,59938.408741885425,59632.27434411934,0.005133703202388033,-0.005288830057237592,NA,19938.787727383,19688.46165236907,18908.52009897443,18782.55197831483,0.0067066563055454146,-0.00178219945193741
2018-07-21,Brasil,NA,57730.49742846,56771.60545783066,NA,NA,NA,NA,NA,60062.528796528284,59634.59710167825,0.007175896470305684,-0.0028871855819288294,NA,18467.952223961,18100.12889664271,18926.725268944858,18783.71549776608,0.007613497510425262,4.0052936567165973e-4
2018-07-22,Brasil,NA,51923.609284199,51557.129108476394,NA,NA,NA,NA,NA,60121.60889470414,59636.91985923716,0.00812733180404031,-2.390043130650319e-4,NA,16007.916681154,15748.524617616837,18934.223957768998,18784.87901721733,0.007950274282564554,0.0024624348477993063
2018-07-23,Brasil,NA,61046.988213032,60575.49516097637,NA,NA,NA,NA,NA,60190.27746636286,59639.24261679607,0.00923946759531113,0.0027341023206374636,NA,19017.294385615998,18966.492951703374,18939.519308124145,18786.042536668578,0.00816972340800332,0.004519444345944273
2018-07-24,Brasil,NA,62421.796713298,62017.15326682186,NA,NA,NA,NA,NA,60208.69714116643,59641.565374354985,0.009509002039964918,0.005248488062183312,NA,19590.230066964,19623.861681946895,18931.238032261143,18787.206056119834,0.00766649259666744,0.006042490771439331
2018-07-25,Brasil,NA,62182.581657878,62338.97615799834,NA,NA,NA,NA,NA,60161.107468207854,59643.888131913896,0.00867179106684038,0.007000270394017047,NA,19527.01121242,19696.29388289136,18908.368315755146,18788.369575571083,0.006386862878197093,0.0069147824125577705
2018-07-26,Brasil,NA,62357.820181206,62294.34160821492,NA,NA,NA,NA,NA,60083.720023332855,59647.69069730779,0.007310078913830308,0.007881038727525823,NA,19587.637136455,19707.033924197276,18876.689919136144,18790.113943909648,0.004607527952461307,0.0070144335619806274
2018-07-27,Brasil,NA,62398.58326257067,61995.39342374837,NA,NA,NA,NA,NA,60008.839534377665,59650.0134548667,0.0060155238654299335,0.00800701310796038,NA,19708.845432154667,19696.60628852782,18843.84101981781,18791.277463360897,0.0027972316708856533,0.006455944328457804
2018-07-28,Brasil,NA,57764.464133879,56787.86476074303,NA,NA,NA,NA,NA,60013.6919208661,59652.33621242561,0.006057695831956682,0.007847270159624808,NA,18254.00593442,18108.273532801457,18813.277264169097,18792.440982812146,0.0011087586426908702,0.005526695918781462
2018-07-29,Brasil,NA,52552.892929682,51573.38841138877,NA,NA,NA,NA,NA,60103.589584506524,59654.65896998452,0.007525491257068198,0.007761292938628792,NA,15969.283375973,15756.669253775584,18807.75822057181,18793.604502263395,7.531135555560982e-4,0.0044985301006373974
2018-07-30,Brasil,NA,61713.931943169,60591.75446388875,NA,NA,NA,NA,NA,60198.86726024038,59656.98172754343,0.009083354822940412,0.007738991114004405,NA,19174.864741461,18974.637587862122,18830.26827140681,18794.768021714644,0.0018888368109226295,0.003601260586768727
2018-07-31,Brasil,NA,62501.989428122,62033.41256973423,NA,NA,NA,NA,NA,60210.323362358096,59659.304485102344,0.009236092877907222,0.007700004090853305,NA,19432.967418329,19632.006318105643,18807.802178744667,18795.931541165894,6.315535653433747e-4,0.002596269296579575
2018-08-01,Brasil,NA,62304.358029825,63198.95604252904,NA,NA,NA,NA,NA,60227.719986921955,59782.15875432102,0.007453080348469868,0.0075259025596575175,NA,19352.36693495,19951.094423689654,18782.852996248952,18832.33161842279,-0.0026273232213815155,0.0013085284252112024
2018-08-02,Brasil,NA,62567.357400336005,63143.956135963905,NA,NA,NA,NA,NA,60257.6538753691,59903.53225828516,0.0059115314862749485,0.007326110070006752,NA,19591.47335375,19957.761820847514,18783.4010272911,18868.14988937283,-0.004491636041616597,8.647854628644814e-6
2018-08-03,Brasil,NA,62295.876056490335,62855.362865134826,NA,NA,NA,NA,NA,60242.98141735762,60026.38503562608,0.0036083529201865294,0.006982228506400552,NA,19649.881493489334,19951.39638618187,18774.977607481764,18904.548474751977,-0.006853951970514493,-0.001370092665571376
2018-08-04,Brasil,NA,57300.516742332,57647.829499459,NA,NA,NA,NA,NA,60176.70321856519,60149.23714115693,4.5663218211399375e-4,0.006182076556423025,NA,18331.25118675,18363.058927785027,18786.012643528906,18940.94638832106,-0.008179831229958245,-0.002697034075949821
2018-08-05,Brasil,NA,51921.755124076,52398.45272969733,NA,NA,NA,NA,NA,60086.54067490719,60267.10347234387,-0.002996042401797836,0.004679000319442163,NA,15965.413267368,15995.764594047567,18785.459770871046,18975.10286550277,-0.009994311808264255,-0.004232380556495586
2018-08-06,Brasil,NA,60804.21318533633,61425.66726467115,NA,NA,NA,NA,NA,59956.580852359664,60386.23387245564,-0.007115082238833832,0.002364937882045842,NA,19075.926251961333,19228.904051047713,18771.325700942525,19011.426645957858,-0.012629296553416828,-0.00630639960854408
2018-08-07,Brasil,NA,61995.638245637,62893.40219799681,NA,NA,NA,NA,NA,59884.24496914753,60509.08953363601,-0.01032645788102867,-4.2971222637357126e-4,NA,19537.242710927,19886.81660263582,18786.222171313664,19047.82811517645,-0.013734161305999477,-0.008358644590164487
2018-08-08,Brasil,NA,62680.382014336,63215.21447811467,NA,NA,NA,NA,NA,59937.962681220524,60511.4121672911,-0.009476716300806272,-0.0028482546048415915,NA,19618.385633005,19959.23819252166,18824.22484246438,19048.991510723885,-0.011799399885971344,-0.009668941256534462
2018-08-09,Brasil,NA,62887.544915421,63160.21457154954,NA,NA,NA,NA,NA,59983.7037548041,60513.73480094619,-0.008758855289391397,-0.004944024144222498,NA,19567.518447589,19965.90558967952,18820.80271301281,19050.154906271313,-0.012039387311386108,-0.010747191437930107
2018-08-10,Brasil,NA,62176.627531321,62871.621300720464,NA,NA,NA,NA,NA,59966.66825120847,60516.05743460128,-0.009078403430139553,-0.0067564179085547954,NA,19461.078598074,19959.540155013878,18793.830870810616,19051.31830181874,-0.013515465277987816,-0.011698836196140582
2018-08-11,Brasil,NA,57090.534652716,57664.087935044634,NA,NA,NA,NA,NA,59936.67080983476,60518.380068256374,-0.009612108879410313,-0.008194809488772553,NA,18067.486807426,18371.20269661703,18756.150245192905,19052.48169736617,-0.01555343061760976,-0.012752207537233655
2018-08-12,Brasil,NA,51010.73885287667,52449.60474467239,NA,NA,NA,NA,NA,59806.52562823486,60525.6874989671,-0.011881928160576686,-0.009464221740026675,NA,15505.225944544667,16019.591576573173,18690.409199075286,19055.885552012685,-0.019179184926349322,-0.014064332268388664
2018-08-13,Brasil,NA,60671.099240775,61467.97618714399,NA,NA,NA,NA,NA,59787.50935044038,60531.73163074893,-0.012294746247280707,-0.010204173741233372,NA,18712.849805485,19237.56530063134,18638.541135292955,19057.122873381773,-0.02196458200274694,-0.015397944475435825
2018-08-14,Brasil,NA,62532.00815112267,62909.66063358244,NA,NA,NA,NA,NA,59864.13362265262,60534.05426440402,-0.011066839151814991,-0.010309942494202846,NA,19502.90551033267,19894.960371467823,18633.635820922333,19058.2862689292,-0.022281670136269183,-0.016619017165474353
2018-08-15,Brasil,NA,62210.937567635,63165.29680797406,NA,NA,NA,NA,NA,59797.070130266766,60526.923168669644,-0.012058320499276092,-0.010678743093984248,NA,19541.54972026,19966.97721620784,18622.659261958765,19059.391843741516,-0.02291429786235074,-0.018206859733528553
2018-08-16,Brasil,NA,62373.479477582,63176.47300713518,NA,NA,NA,NA,NA,59723.63221057547,60529.24580232474,-0.013309493304777369,-0.011328834239039387,NA,19342.90755208,19974.049358511525,18590.571991171764,19060.555239288944,-0.02465737446873623,-0.020009429327435713
2018-08-17,Brasil,NA,62369.776427536,62887.879736306095,NA,NA,NA,NA,NA,59751.22491003476,60531.568435979825,-0.0128915134054453,-0.011873564235511636,NA,19646.576774744,19967.68392384588,18617.07173069605,19061.718634836376,-0.02332669538662205,-0.021411033628669175
2018-08-18,Brasil,NA,57475.082419079,57680.34637063027,NA,NA,NA,NA,NA,59806.160305229474,60533.89106963492,-0.01202187322748348,-0.012217816285236376,NA,18445.392401373,18379.346465449038,18671.058244117048,19062.882030383804,-0.02055427850008401,-0.02212544046902264
2018-08-19,Brasil,NA,52085.982616284,52465.86318025802,NA,NA,NA,NA,NA,59959.76655714481,60536.21370329001,-0.009522352173701756,-0.0118807340013971,NA,16069.276574411,16027.735345405179,18751.636905526528,19064.045425931232,-0.01638731514874387,-0.02172660192936472
2018-08-20,Brasil,NA,61206.702091959,61484.23462272962,NA,NA,NA,NA,NA,60036.281250171094,60538.5363369451,-0.008296452427897455,-0.011309549170056634,NA,19011.333509293,19245.709069463344,18794.277434641954,19065.20882147866,-0.014210774682492742,-0.020618915169328404
2018-08-21,Brasil,NA,62750.856804966,62925.91906916808,NA,NA,NA,NA,NA,60067.54534357729,60540.85897060019,-0.007818085753503281,-0.01084544154172639,NA,19451.127549591,19903.10414029983,18786.88058310743,19066.37221702609,-0.014658878508050777,-0.019529944936725774
2018-08-22,Brasil,NA,62872.112504787,63247.73134928594,NA,NA,NA,NA,NA,60161.99890602757,60552.63533364474,-0.00645118788744319,-0.010044422597178833,NA,19395.49413508,19975.52573018567,18766.015499510286,19067.59343330864,-0.01581625572483295,-0.018515938917080376
2018-08-23,Brasil,NA,63365.506849669,63192.73144272081,NA,NA,NA,NA,NA,60303.71710204,60554.95796729984,-0.00414897266373318,-0.008735776791315377,NA,19488.075071461,19982.193127343533,18786.753716564715,19068.75682885607,-0.014788751821755264,-0.01710613568179738
2018-08-24,Brasil,NA,64074.53205055,62904.138171891726,NA,NA,NA,NA,NA,60547.25361961343,60557.280600954924,-1.6557846128470945e-4,-0.006917786085006722,NA,19701.615628093,19975.82769267789,18794.616409900285,19069.920224403497,-0.014436547781196758,-0.01583611459530805
2018-08-25,Brasil,NA,58152.385279247996,57696.60480621591,NA,NA,NA,NA,NA,60644.011171066144,60559.60323461002,0.0013937993637297534,-0.005001261429119117,NA,18152.981280916,18387.490234281042,18752.843392692146,19071.083619950925,-0.0166870553137241,-0.01528365414011378
2018-08-26,Brasil,NA,51708.958603715,52482.12161584366,NA,NA,NA,NA,NA,60590.150597842,60561.925868265105,4.660474245533774e-4,-0.003574347200796955,NA,15632.635065341,16035.879114237185,18690.46603425357,19072.247015498357,-0.02001761936779367,-0.015802269028549466
2018-08-27,Brasil,NA,60360.325620747,61500.49305831526,NA,NA,NA,NA,NA,60469.23967338314,60564.2485019202,-0.0015687279358225037,-0.002613243701929105,NA,18836.085272208,19253.85283829535,18665.430571812856,19073.41041104579,-0.021389978532452853,-0.016827869578543767
2018-08-28,Brasil,NA,61860.560673672,62942.177504753716,NA,NA,NA,NA,NA,60342.05451176971,60566.57113557529,-0.003706939646674169,-0.0020259371152392316,NA,19340.347800463,19911.247909131835,18649.604893366002,19074.573806593216,-0.02227933989698484,-0.017916506919820063
2018-08-29,Brasil,NA,62377.40410491,63263.98978487157,NA,NA,NA,NA,NA,60271.38188321586,60568.89376923038,-0.004911958391514526,-0.0018060471872494224,NA,19365.152770243,19983.669499017677,18645.270412675,19075.737202140645,-0.022566194160891395,-0.01888078383925698
2018-08-30,Brasil,NA,62897.232115127335,63208.98987830645,NA,NA,NA,NA,NA,60204.485492567044,60571.21640288547,-0.006054540953563436,-0.002078271228653745,NA,19232.800074336334,19990.336896175537,18608.802555942904,19076.900597688073,-0.024537426263147644,-0.020273451616598753
2018-08-31,Brasil,NA,63585.925123548,62920.39660747736,NA,NA,NA,NA,NA,60134.68450299533,60573.53903654056,-0.007244987506516552,-0.0030896153779725794,NA,19317.545850256,19983.971461509893,18553.935444823335,19078.0639932355,-0.027472837317141056,-0.022135778693162224
2018-09-01,Brasil,NA,59035.379444831,60426.156450315226,NA,NA,NA,NA,NA,60260.826526650046,60963.474985697605,-0.01152572846630552,-0.004935262210834761,NA,18030.244028749,18698.20707638985,18536.40155165662,19122.45211353676,-0.030647249547314875,-0.024130092155103762
2018-09-02,Brasil,NA,53334.72699817,55211.67325994298,NA,NA,NA,NA,NA,60493.07915442933,61353.410934854655,-0.014022558278607006,-0.007005063025571959,NA,15646.623302044001,16346.595956345991,18538.39987118562,19166.84023383802,-0.032787895917393964,-0.025954417376475233
2018-09-03,Brasil,NA,62160.34764387733,64230.04470241458,NA,NA,NA,NA,NA,60750.225157733665,61743.3468840117,-0.016084675943201912,-0.009078769883769017,NA,18946.043232459335,19564.569680404158,18554.108151221524,19211.22835413928,-0.03420500713459953,-0.027785135748210472
2018-09-04,Brasil,NA,62349.56696545233,65671.72914885303,NA,NA,NA,NA,NA,60820.08319941657,62133.28283316874,-0.021135204416579487,-0.011568521993755491,NA,19321.577502370335,20221.96475124064,18551.42668006543,19255.616474440532,-0.03657061799656367,-0.02982674690529316
2018-09-05,Brasil,NA,61780.191802156,65925.96153045238,NA,NA,NA,NA,NA,60734.767156165995,62513.56451110886,-0.028454582119161777,-0.014931753954847957,NA,19273.752732574998,20272.03847813104,18538.369531827142,19296.812042885304,-0.03930403163862487,-0.03221786654496937
2018-09-06,Brasil,NA,61904.917762699,65938.54152240577,NA,NA,NA,NA,NA,60593.00796296195,62903.5004602659,-0.03673074599025559,-0.019314068960089692,NA,19469.671650825,20301.053738284343,18572.208328468383,19341.20016318656,-0.03975926148480964,-0.03439241443377823
2018-09-07,Brasil,NA,55421.175635196996,58580.707947110226,NA,NA,NA,NA,NA,59426.61517891181,62283.54493735631,-0.04586973592010459,-0.02483189016203084,NA,17347.807859114,17964.477832673536,18290.81718687667,19052.701073352793,-0.039988234924952376,-0.03618032837775127
2018-09-08,Brasil,NA,54794.474215873,60414.40522717541,NA,NA,NA,NA,NA,58820.77157477495,62281.86619119348,-0.055571466111719064,-0.03112413839708992,NA,16733.723740539,18703.791641138312,18105.60000284667,19053.49886831686,-0.04974933328630811,-0.038909197483321736
2018-09-09,Brasil,NA,51808.465567088,55227.93169552861,NA,NA,NA,NA,NA,58602.73422747752,62284.18882484857,-0.059107370053799506,-0.03756482579354599,NA,15634.473458172999,16354.739725177997,18103.864310865094,19054.66226386429,-0.04989844164293128,-0.0413535611583985
2018-09-10,Brasil,NA,61524.293750709,64246.30313800022,NA,NA,NA,NA,NA,58511.869385596336,62286.511458503664,-0.060601276014985356,-0.043924340089515054,NA,18751.96091275,19572.713449236162,18076.138265192334,19055.82565941172,-0.051411437726683606,-0.04381162267155336
2018-09-11,Brasil,NA,63604.496013501,65687.98758443867,NA,NA,NA,NA,NA,58691.144963889,62288.83409215875,-0.057758170958005624,-0.04915619245257593,NA,19597.124567712,20230.10852007265,18115.502131669717,19056.989054959147,-0.04940376050876884,-0.04564492874472553
2018-09-12,Brasil,NA,63898.78054883434,66009.79986455654,NA,NA,NA,NA,NA,58993.80049912876,62300.81099703078,-0.05308133947180284,-0.052674300645810364,NA,19698.974749626334,20302.530109958487,18176.24813410562,19061.34500236307,-0.046434124567165766,-0.046663513448802804
2018-09-13,Brasil,NA,64186.605763127,65943.92080750203,NA,NA,NA,NA,NA,59319.75592776133,62301.579466330244,-0.047861122689198975,-0.05426435445994514,NA,19856.260381211,20309.197507116347,18231.475095589332,19062.5083979105,-0.043595170424279524,-0.047211500440155645
2018-09-14,Brasil,NA,63368.00548546,65666.20668716232,NA,NA,NA,NA,NA,60455.01733494176,63313.793572051974,-0.04515250273002339,-0.054161892575647824,NA,19686.085946378,20302.832072450707,18565.514822341334,19396.559003592953,-0.04284492837609385,-0.047619599504604426
2018-09-15,Brasil,NA,58163.525045383,60458.6733214865,NA,NA,NA,NA,NA,60936.31031058605,63320.11758552498,-0.03764691800704855,-0.05160124284640918,NA,18328.175625088,18714.49461405386,18793.293662991193,19398.087999723743,-0.03117803861603076,-0.04496655740885052
2018-09-16,Brasil,NA,52662.391572119,55221.94802742871,NA,NA,NA,NA,NA,61058.299739876195,63319.26277579643,-0.03570734934053086,-0.048258382744513655,NA,15873.965579243,16363.18796624758,18827.506823144045,19399.294891305115,-0.02947468304208049,-0.042048877608728975
2018-09-17,Brasil,NA,61622.06796396,64262.56157358585,NA,NA,NA,NA,NA,61072.26748462633,63321.585409451516,-0.035522135307898425,-0.04467564835778695,NA,19037.845492213,19580.857218068166,18868.34747735305,19400.458286852543,-0.027427744315715343,-0.03862263569287637
2018-09-18,Brasil,NA,63744.70275105267,65704.24602002431,NA,NA,NA,NA,NA,61092.29701856228,63323.90804310661,-0.03524120815514415,-0.0414589393859496,NA,19724.531239426666,20238.252288904652,18886.548430455143,19401.62168239997,-0.026547948433200973,-0.03535751968208096
2018-09-19,Brasil,NA,65005.406967,66026.05830014216,NA,NA,NA,NA,NA,61250.38650687167,63326.2306767617,-0.03278016309680316,-0.038558771332378214,NA,19954.337941374,20310.673878790494,18923.0288864191,19402.7850779474,-0.024726150890243912,-0.03225638058537784
2018-09-20,Brasil,NA,63812.993277532,65524.15398204122,NA,NA,NA,NA,NA,61197.01329464381,63266.26398741015,-0.03270701575136661,-0.03639389891268788,NA,19572.5946022,20120.30746062381,18882.50520370324,19375.800785591324,-0.02545936487202735,-0.029665551220770383
2018-09-21,Brasil,NA,64551.275438049335,65682.46512274795,NA,NA,NA,NA,NA,61366.05185929943,63268.586621065246,-0.030070764393089366,-0.03423936486455444,NA,19918.425065757332,20310.97584128271,18915.696506471715,19376.964181138756,-0.023804950577141045,-0.026945554392348553
2018-09-22,Brasil,NA,60105.253261968,60474.93175707213,NA,NA,NA,NA,NA,61643.441604525855,63270.90925472033,-0.025722210560346268,-0.032535835229311263,NA,18510.58483126,18722.638382885863,18941.75496449629,19378.127576686184,-0.022518822340446047,-0.025708523495836452
2018-09-23,Brasil,NA,55104.357069711,55260.44856669988,NA,NA,NA,NA,NA,61992.29381846757,63276.409331759074,-0.02029374812592266,-0.03033389219865295,NA,16111.062172587,16371.027262842006,18975.625906402573,19379.24747619967,-0.020827515118572074,-0.024473213792478108
2018-09-24,Brasil,NA,65542.283322002,64278.82000917149,NA,NA,NA,NA,NA,62552.32458390214,63278.73196541416,-0.01147948700851099,-0.026899228155883314,NA,19279.575062751,19589.000986900173,19010.158702193712,19380.410871747103,-0.019104454080132362,-0.023284172330251967
2018-09-25,Brasil,NA,67108.047601418,65720.50445560993,NA,NA,NA,NA,NA,63032.80241966862,63281.054599069255,-0.003923009516410464,-0.022425199778921358,NA,20050.52668746,20246.396057736656,19056.729480484188,19381.57426729453,-0.016760495423661377,-0.021885964757460595
2018-09-26,Brasil,NA,67621.598474454,66042.3167357278,NA,NA,NA,NA,NA,63406.54406359062,63283.37723272434,0.0019462746182671632,-0.017464280105339885,NA,19959.418176371,20318.817647622498,19057.455228340903,19382.737662841962,-0.016782068671581322,-0.020751095869080225
2018-09-27,Brasil,NA,67292.967564198,65987.31682916266,NA,NA,NA,NA,NA,63903.68324740005,63349.54335374169,0.008747338407225117,-0.011542229511255353,NA,19837.432021614,20325.48504478036,19095.28914540005,19412.048746292894,-0.016317680067300278,-0.019445140896976357
2018-09-28,Brasil,NA,66088.868390009,65698.72355833359,NA,NA,NA,NA,NA,64123.33938339428,63351.865987396784,0.012177595465790624,-0.0055067495314153544,NA,19664.608315342,20319.119610114718,19059.02960962643,19413.212141840322,-0.018244406418994517,-0.018650777445812568
2018-09-29,Brasil,NA,60915.022627457,60491.19019265777,NA,NA,NA,NA,NA,64239.020721321285,63354.18862105187,0.013966434098966493,1.6305684848646874e-4,NA,18278.310527163998,18730.78215171787,19025.847566184144,19414.375537387758,-0.020012385690973956,-0.018292715067316556
2018-09-30,Brasil,NA,54851.509008256,55276.70700228552,NA,NA,NA,NA,NA,64202.89956968486,63356.511254706966,0.013359137020269739,0.0049706118693710975,NA,15669.473500379,16379.171031674012,18962.76347015443,19415.538932935186,-0.023320262411706642,-0.018648821823478635
2018-10-01,Brasil,NA,64668.735217000336,64491.50006886405,NA,NA,NA,NA,NA,64078.106983256046,63386.89412037733,0.010904665269859148,0.00816834790913826,NA,18998.563867208333,19350.87978612098,18922.619013648335,19381.521618538158,-0.0236773259562288,-0.019302089234349555
2018-10-02,Brasil,NA,67050.38651807766,65933.1845153025,NA,NA,NA,NA,NA,64069.869685636,63417.2769860477,0.010290456017716967,0.010198842985442179,NA,19748.121343453666,20008.274856957465,18879.418250218856,19347.50430414113,-0.024193614151158768,-0.020363963338277755
2018-10-03,Brasil,NA,67792.76794812,66181.5979622632,NA,NA,NA,NA,NA,64094.32246758829,63437.174304124186,0.010359039012577514,0.011400666470343657,NA,19712.110091286,20071.241050104898,18844.08852377814,19312.13621878147,-0.02423593587477616,-0.021428801510162732
2018-10-04,Brasil,NA,67049.937381794,66199.99688885524,NA,NA,NA,NA,NA,64059.603870102,63467.557169794556,0.0093283360303839,0.011483666130794911,NA,19670.48311642,20087.363844001167,18820.238680178998,19278.118904384442,-0.02375129163153508,-0.022490746019339133
2018-10-05,Brasil,NA,65542.92903783066,65883.26691650602,NA,NA,NA,NA,NA,63981.61253407652,63493.92050667633,0.007680924780017469,0.01084128460425589,NA,19815.315339995668,20079.71549294975,18841.768255129522,19243.91831621802,-0.020897514450037,-0.022869761452345202
2018-10-06,Brasil,NA,58984.696678263,60703.87025235033,NA,NA,NA,NA,NA,63705.851684191664,63524.303372346694,0.0028579347148575186,0.009254356120811751,NA,18247.64504518,18492.660950938676,18837.387471988954,19209.901001820992,-0.019391746464322023,-0.02278109870568064
2018-10-07,Brasil,NA,52581.170995961,55489.38706197809,NA,NA,NA,NA,NA,63381.51768243524,63554.686238017064,-0.002724717339226514,0.006956662640883715,NA,15597.851224335,16141.049830894819,18827.155718268383,19175.883687423968,-0.018185757425316973,-0.022047597993339257
2018-10-08,Brasil,NA,63479.915957663,64507.75850444969,NA,NA,NA,NA,NA,63211.68635967276,63557.00887167215,-0.005433271925943333,0.004622671612911931,NA,19290.103399082,19359.023554952983,18868.80422282176,19177.047082971396,-0.016073530967306515,-0.02096134156635036
2018-10-09,Brasil,NA,66079.589383164,65949.44295088814,NA,NA,NA,NA,NA,63073.0010546851,63559.331505327245,-0.007651597949883822,0.0020595210461118187,NA,20066.987472456,20016.41862578947,18914.35652696495,19178.210478518824,-0.013758006871882571,-0.01947054052645376
2018-10-10,Brasil,NA,66652.391667792,66271.255231006,NA,NA,NA,NA,NA,62910.09015749538,63572.139686576214,-0.010414145761726334,-9.080767787887309e-4,NA,19990.244848168,20088.84021567531,18954.09006366238,19180.72464502888,-0.011815746566448772,-0.017696227768121277
2018-10-11,Brasil,NA,65749.558754253,66125.40476329532,NA,NA,NA,NA,NA,62724.32178213238,63561.483668639084,-0.0131708990757835,-0.004122253222526931,NA,19903.90139821,20071.166436046533,18987.435532489526,19178.41072960679,-0.009957821834655132,-0.015725732082852713
2018-10-12,Brasil,NA,57820.870695953,60719.42499502496,NA,NA,NA,NA,NA,61621.17059043557,62823.79196557036,-0.019142769602221214,-0.007954209562846743,NA,17604.416638118,17964.856721436794,18671.592860792716,18876.288047962084,-0.010844038120697492,-0.014289521178661354
2018-10-13,Brasil,NA,59014.772532582,60720.12868793597,NA,NA,NA,NA,NA,61625.46714105257,62826.11459922545,-0.019110643174927222,-0.01109257783281599,NA,17137.896785372,18500.804719770684,18513.057395105858,18877.451443509515,-0.019303137899419374,-0.01427686281224669
2018-10-14,Brasil,NA,54886.123095954,55505.64549756372,NA,NA,NA,NA,NA,61954.746012480144,62828.43723288054,-0.013905983641801619,-0.012689901590326721,NA,15787.65677308,16149.193599726825,18540.172473498,18878.614839056943,-0.017927288015790046,-0.0142399386108857
2018-10-15,Brasil,NA,63957.902156093,64681.74907345731,NA,NA,NA,NA,NA,62023.029755113,62853.29302845306,-0.013209542942550499,-0.01380079744984203,NA,19117.337477677,19318.735220352122,18515.491627583,18872.85936268539,-0.01893553744214101,-0.0146487966787192
2018-10-16,Brasil,NA,66227.37080212767,65965.70138647377,NA,NA,NA,NA,NA,62044.14138639352,62855.615662108146,-0.012910131690966987,-0.014552016555711055,NA,20079.834744376665,20024.562394621473,18517.326952143096,18874.02275823282,-0.01889876952353112,-0.015383191343240421
2018-10-17,Brasil,NA,67099.367421417,66287.51366659164,NA,NA,NA,NA,NA,62107.995065482806,62857.93829576324,-0.01193076404688542,-0.01476867631073378,NA,20304.422703083,20096.983984507315,18562.20950284524,18875.18615378025,-0.01658138088732599,-0.01606399624622288
2018-10-18,Brasil,NA,67382.446694445,66232.5137600265,NA,NA,NA,NA,NA,62341.26477122452,62873.23958101055,-0.00846106886381435,-0.014095843423309617,NA,20326.838041322,20103.651381665175,18622.62902328981,18879.8268602972,-0.013622891719852337,-0.01658757765839391
2018-10-19,Brasil,NA,66133.75637616434,65910.30872628275,NA,NA,NA,NA,NA,63528.81986839757,63614.79439976166,-0.0013514864297731798,-0.011554231541531325,NA,20416.85806941433,20096.384796398503,19024.406370617857,19184.330871006012,-0.008336204242070018,-0.016229315675732842
2018-10-20,Brasil,NA,59440.702031158,60736.3871235216,NA,NA,NA,NA,NA,63589.666939622715,63617.117033416755,-4.31489119188163e-4,-0.008885780962140032,NA,18826.517272449,18508.948488602688,19265.637868771715,19185.49426655344,0.00417730192950992,-0.012874967128742943
2018-10-21,Brasil,NA,52881.767843377,55521.90393314935,NA,NA,NA,NA,NA,63303.330474968854,63619.43966707184,-0.004968751591608238,-0.00760903352639812,NA,16138.83318225,16157.33736855883,19315.805927224574,19186.657662100875,0.006731149708205981,-0.009352333168172081
2018-10-22,Brasil,NA,63367.38802716466,64540.27537562096,NA,NA,NA,NA,NA,63218.97131369338,63599.22913880951,-0.00597896908917236,-0.006576094404486957,NA,19524.241744162668,19375.311092616994,19373.935108151094,19194.739929567284,0.009335639828481372,-0.00531359355808317
2018-10-23,Brasil,NA,66172.412935301,65981.9598220594,NA,NA,NA,NA,NA,63211.120189861,63601.5517724646,-0.006138711583647684,-0.005608748674869914,NA,20235.279614133,20032.70616345348,19396.14151811629,19195.903325114712,0.010431298262457762,-0.001123583874370473
2018-10-24,Brasil,NA,65385.508632788,66131.33770451369,NA,NA,NA,NA,NA,62966.28322005686,63579.240920739176,-0.009640846474503494,-0.005281617593101067,NA,20094.700752411,20114.3285791723,19366.18123944886,19198.381124352567,0.008740326281128072,0.0024938028639801073
