estado;data;feriado
Sao Paulo;31/05/2018;Corpus Christi
Sao Paulo;31/05/2018;Corpus Christi
Sao Paulo;09/07/2018;Revolução Constitucionalista
Sao Paulo;07/09/2018;Independência do Brasil
Sao Paulo;12/10/2018;Nossa Senhora Aparecida
Sao Paulo;15/10/2018;Dia do Professor
Sao Paulo;28/10/2018;Dia do Servidor Público
Sao Paulo;02/11/2018;Dia de Finados
Sao Paulo;02/11/2018;Finados
Sao Paulo;15/11/2018;Proclamação da República
Sao Paulo;20/11/2018;Dia da Consciência Negra
Sao Paulo;25/12/2018;Natal
Sergipe;01/01/2020;Ano Novo
Sergipe;24/02/2020;Carnaval
Sergipe;25/02/2020;Carnaval
Sergipe;26/02/2020;Carnaval
Sergipe;10/04/2020;Sexta Feira Santa
Sergipe;21/04/2020;Dia de Tiradentes
Sergipe;01/05/2020;Dia do Trabalho
Sergipe;11/06/2020;Corpus Christi
Sergipe;07/09/2020;Independência do Brasil
Sergipe;12/10/2020;Nossa Senhora Aparecida
Sergipe;15/10/2020;Dia do Professor
Sergipe;28/10/2020;Dia do Servidor Público
Sergipe;02/11/2020;Dia de Finados
Sergipe;15/11/2020;Proclamação da República
Sergipe;25/12/2020;Natal
Sergipe;01/01/2019;Ano Novo
Sergipe;04/03/2019;Carnaval
Sergipe;05/03/2019;Carnaval
Sergipe;06/03/2019;Carnaval
Sergipe;19/04/2019;Sexta Feira Santa
Sergipe;21/04/2019;Dia de Tiradentes
Sergipe;01/05/2019;Dia do Trabalho
Sergipe;20/06/2019;Corpus Christi
Sergipe;08/07/2019;Aniversário de Sergipe
Sergipe;07/09/2019;Independência do Brasil
Sergipe;12/10/2019;Nossa Senhora Aparecida
Sergipe;15/10/2019;Dia do Professor
Sergipe;28/10/2019;Dia do Servidor Público
Sergipe;02/11/2019;Dia de Finados
Sergipe;15/11/2019;Proclamação da República
Sergipe;25/12/2019;Natal
Sergipe;01/01/2018;Ano Novo
Sergipe;12/02/2018;Carnaval
Sergipe;13/02/2018;Carnaval
Sergipe;14/02/2018;Carnaval
Sergipe;30/03/2018;Sexta Feira Santa
Sergipe;21/04/2018;Dia de Tiradentes
Sergipe;01/05/2018;Dia do Trabalho
Sergipe;31/05/2018;Corpus Christi
Sergipe;08/07/2018;Aniversário de Sergipe
Sergipe;07/09/2018;Independência do Brasil
Sergipe;12/10/2018;Nossa Senhora Aparecida
Sergipe;15/10/2018;Dia do Professor
Sergipe;28/10/2018;Dia do Servidor Público
Sergipe;02/11/2018;Dia de Finados
Sergipe;15/11/2018;Proclamação da República
Sergipe;25/12/2018;Natal
Goias;01/01/2020;Ano Novo
Goias;24/02/2020;Carnaval
Goias;25/02/2020;Carnaval
Goias;26/02/2020;Carnaval
Goias;10/04/2020;Sexta Feira Santa
Goias;21/04/2020;Dia de Tiradentes
Goias;01/05/2020;Dia do Trabalho
Goias;11/06/2020;Corpus Christi
Goias;26/07/2020;Fundação da Cidade de Goiás
Goias;07/09/2020;Independência do Brasil
Goias;12/10/2020;Nossa Senhora Aparecida
Goias;15/10/2020;Dia do Professor
Goias;24/10/2020;Pedra fundamental de Goiânia
Goias;28/10/2020;Dia do Servidor Público
Goias;02/11/2020;Dia de Finados
Goias;15/11/2020;Proclamação da República
Goias;25/12/2020;Natal
Goias;01/01/2019;Ano Novo
Goias;04/03/2019;Carnaval
Goias;05/03/2019;Carnaval
Goias;06/03/2019;Carnaval
Goias;19/04/2019;Sexta Feira Santa
Goias;21/04/2019;Dia de Tiradentes
Goias;01/05/2019;Dia do Trabalho
Goias;20/06/2019;Corpus Christi
Goias;26/07/2019;Fundação da Cidade de Goiás
Goias;07/09/2019;Independência do Brasil
Goias;12/10/2019;Nossa Senhora Aparecida
Goias;15/10/2019;Dia do Professor
Goias;24/10/2019;Pedra fundamental de Goiânia
Goias;28/10/2019;Dia do Servidor Público
Goias;02/11/2019;Dia de Finados
Goias;15/11/2019;Proclamação da República
Goias;25/12/2019;Natal
Goias;01/01/2018;Ano Novo
Goias;12/02/2018;Carnaval
Goias;13/02/2018;Carnaval
Goias;14/02/2018;Carnaval
Goias;30/03/2018;Sexta Feira Santa
Goias;21/04/2018;Dia de Tiradentes
Goias;01/05/2018;Dia do Trabalho
Goias;31/05/2018;Corpus Christi
Goias;26/07/2018;Fundação da Cidade de Goiás
Goias;07/09/2018;Independência do Brasil
Goias;12/10/2018;Nossa Senhora Aparecida
Goias;15/10/2018;Dia do Professor
Goias;24/10/2018;Pedra fundamental de Goiânia
Goias;28/10/2018;Dia do Servidor Público
Goias;02/11/2018;Dia de Finados
Goias;15/11/2018;Proclamação da República
Goias;25/12/2018;Natal
Pernambuco;01/01/2020;Ano Novo
Pernambuco;24/02/2020;Carnaval
Pernambuco;25/02/2020;Carnaval
Pernambuco;26/02/2020;Carnaval
Pernambuco;06/03/2020;Revolução Pernambucana
Pernambuco;10/04/2020;Sexta Feira Santa
Pernambuco;21/04/2020;Dia de Tiradentes
Pernambuco;01/05/2020;Dia do Trabalho
Pernambuco;11/06/2020;Corpus Christi
Pernambuco;24/06/2020;Dia de São João
Pernambuco;07/09/2020;Independência do Brasil
Pernambuco;12/10/2020;Nossa Senhora Aparecida
Pernambuco;15/10/2020;Dia do Professor
Pernambuco;28/10/2020;Dia do Servidor Público
Pernambuco;02/11/2020;Dia de Finados
Pernambuco;15/11/2020;Proclamação da República
Pernambuco;25/12/2020;Natal
Pernambuco;01/01/2019;Ano Novo
Pernambuco;04/03/2019;Carnaval
Pernambuco;05/03/2019;Carnaval
Pernambuco;06/03/2019;Carnaval
Pernambuco;06/03/2019;Revolução Pernambucana
Pernambuco;19/04/2019;Sexta Feira Santa
Pernambuco;21/04/2019;Dia de Tiradentes
Pernambuco;01/05/2019;Dia do Trabalho
Pernambuco;20/06/2019;Corpus Christi
Pernambuco;24/06/2019;Dia de São João
Pernambuco;07/09/2019;Independência do Brasil
Pernambuco;12/10/2019;Nossa Senhora Aparecida
Pernambuco;15/10/2019;Dia do Professor
Pernambuco;28/10/2019;Dia do Servidor Público
Pernambuco;02/11/2019;Dia de Finados
Pernambuco;15/11/2019;Proclamação da República
Pernambuco;25/12/2019;Natal
Pernambuco;01/01/2018;Ano Novo
Pernambuco;12/02/2018;Carnaval
Pernambuco;13/02/2018;Carnaval
Pernambuco;14/02/2018;Carnaval
Pernambuco;06/03/2018;Revolução Pernambucana
Pernambuco;30/03/2018;Sexta Feira Santa
Pernambuco;21/04/2018;Dia de Tiradentes
Pernambuco;01/05/2018;Dia do Trabalho
Pernambuco;31/05/2018;Corpus Christi
Pernambuco;24/06/2018;Dia de São João
Pernambuco;07/09/2018;Independência do Brasil
Pernambuco;12/10/2018;Nossa Senhora Aparecida
Pernambuco;15/10/2018;Dia do Professor
Pernambuco;28/10/2018;Dia do Servidor Público
Pernambuco;02/11/2018;Dia de Finados
Pernambuco;15/11/2018;Proclamação da República
Pernambuco;25/12/2018;Natal
Tocantins;01/01/2020;Ano Novo
Tocantins;24/02/2020;Carnaval
Tocantins;25/02/2020;Carnaval
Tocantins;26/02/2020;Carnaval
Tocantins;10/04/2020;Sexta Feira Santa
Tocantins;21/04/2020;Dia de Tiradentes
Tocantins;01/05/2020;Dia do Trabalho
Tocantins;11/06/2020;Corpus Christi
Tocantins;07/09/2020;Independência do Brasil
Tocantins;08/09/2020;Padroeira de Tocantins
Tocantins;05/10/2020;Aniversário de Tocantins
Tocantins;12/10/2020;Nossa Senhora Aparecida
Tocantins;15/10/2020;Dia do Professor
Tocantins;28/10/2020;Dia do Servidor Público
Tocantins;02/11/2020;Dia de Finados
Tocantins;15/11/2020;Proclamação da República
Tocantins;25/12/2020;Natal
Tocantins;01/01/2019;Ano Novo
Tocantins;04/03/2019;Carnaval
Tocantins;05/03/2019;Carnaval
Tocantins;06/03/2019;Carnaval
Tocantins;19/04/2019;Sexta Feira Santa
Tocantins;21/04/2019;Dia de Tiradentes
Tocantins;01/05/2019;Dia do Trabalho
Tocantins;20/06/2019;Corpus Christi
Tocantins;07/09/2019;Independência do Brasil
Tocantins;08/09/2019;Padroeira de Tocantins
Tocantins;05/10/2019;Aniversário de Tocantins
Tocantins;12/10/2019;Nossa Senhora Aparecida
Tocantins;15/10/2019;Dia do Professor
Tocantins;28/10/2019;Dia do Servidor Público
Tocantins;02/11/2019;Dia de Finados
Tocantins;15/11/2019;Proclamação da República
Tocantins;25/12/2019;Natal
Tocantins;01/01/2018;Ano Novo
Tocantins;12/02/2018;Carnaval
Tocantins;13/02/2018;Carnaval
Tocantins;14/02/2018;Carnaval
Tocantins;30/03/2018;Sexta Feira Santa
Tocantins;21/04/2018;Dia de Tiradentes
Tocantins;01/05/2018;Dia do Trabalho
Tocantins;31/05/2018;Corpus Christi
Tocantins;07/09/2018;Independência do Brasil
Tocantins;08/09/2018;Padroeira de Tocantins
Tocantins;05/10/2018;Aniversário de Tocantins
Tocantins;12/10/2018;Nossa Senhora Aparecida
Tocantins;15/10/2018;Dia do Professor
Tocantins;28/10/2018;Dia do Servidor Público
Tocantins;02/11/2018;Dia de Finados
Tocantins;15/11/2018;Proclamação da República
Tocantins;25/12/2018;Natal
