Date;State;PET_Phase
2020-04-01;State of Mato Grosso do Sul;Trough
2020-04-02;State of Mato Grosso do Sul;Trough
2020-04-03;State of Mato Grosso do Sul;Trough
2020-04-04;State of Mato Grosso do Sul;Trough
2020-04-05;State of Mato Grosso do Sul;Trough
2020-04-06;State of Mato Grosso do Sul;Trough
2020-04-07;State of Mato Grosso do Sul;Trough
2020-04-08;State of Mato Grosso do Sul;Trough
2020-04-09;State of Mato Grosso do Sul;Trough
2020-04-10;State of Mato Grosso do Sul;Trough
2020-04-11;State of Mato Grosso do Sul;Trough
2020-04-12;State of Mato Grosso do Sul;Trough
2020-04-13;State of Mato Grosso do Sul;Trough
2020-04-14;State of Mato Grosso do Sul;Trough
2020-04-15;State of Mato Grosso do Sul;Trough
2020-04-16;State of Mato Grosso do Sul;Trough
2020-04-17;State of Mato Grosso do Sul;Trough
2020-04-18;State of Mato Grosso do Sul;Trough
2020-04-19;State of Mato Grosso do Sul;Trough
2020-04-20;State of Mato Grosso do Sul;Trough
2020-04-21;State of Mato Grosso do Sul;Trough
2020-04-22;State of Mato Grosso do Sul;Trough
2020-04-23;State of Mato Grosso do Sul;Trough
2020-04-24;State of Mato Grosso do Sul;Trough
2020-04-25;State of Mato Grosso do Sul;Trough
2020-04-26;State of Mato Grosso do Sul;Trough
2020-04-27;State of Mato Grosso do Sul;Trough
2020-04-28;State of Mato Grosso do Sul;Trough
2020-04-29;State of Mato Grosso do Sul;Trough
2020-04-30;State of Mato Grosso do Sul;Trough
2020-05-01;State of Mato Grosso do Sul;Trough
2020-05-02;State of Mato Grosso do Sul;Trough
2020-05-03;State of Mato Grosso do Sul;Trough
2020-05-04;State of Mato Grosso do Sul;Trough
2020-05-05;State of Mato Grosso do Sul;Trough
2020-05-06;State of Mato Grosso do Sul;Trough
2020-05-07;State of Mato Grosso do Sul;Trough
2020-05-08;State of Mato Grosso do Sul;Trough
2020-05-09;State of Mato Grosso do Sul;Trough
2020-05-10;State of Mato Grosso do Sul;Trough
2020-05-11;State of Mato Grosso do Sul;Trough
2020-05-12;State of Mato Grosso do Sul;Trough
2020-05-13;State of Mato Grosso do Sul;Trough
2020-05-14;State of Mato Grosso do Sul;Trough
2020-05-15;State of Mato Grosso do Sul;Trough
2020-05-16;State of Mato Grosso do Sul;Trough
2020-05-17;State of Mato Grosso do Sul;Trough
2020-05-18;State of Mato Grosso do Sul;Trough
2020-05-19;State of Mato Grosso do Sul;Trough
2020-05-20;State of Mato Grosso do Sul;Trough
2020-05-21;State of Mato Grosso do Sul;Trough
2020-05-22;State of Mato Grosso do Sul;Trough
2020-05-23;State of Mato Grosso do Sul;Trough
2020-05-24;State of Mato Grosso do Sul;Trough
2020-05-25;State of Mato Grosso do Sul;Trough
2020-05-26;State of Mato Grosso do Sul;Trough
2020-05-27;State of Mato Grosso do Sul;Trough
2020-05-28;State of Mato Grosso do Sul;Trough
2020-05-29;State of Mato Grosso do Sul;Trough
2020-05-30;State of Mato Grosso do Sul;Trough
2020-05-31;State of Mato Grosso do Sul;Trough
2020-06-01;State of Mato Grosso do Sul;Trough
2020-06-02;State of Mato Grosso do Sul;Trough
2020-06-03;State of Mato Grosso do Sul;Trough
2020-06-04;State of Mato Grosso do Sul;Trough
2020-06-05;State of Mato Grosso do Sul;Trough
2020-06-06;State of Mato Grosso do Sul;Trough
2020-06-07;State of Mato Grosso do Sul;Trough
2020-06-08;State of Mato Grosso do Sul;Trough
2020-06-09;State of Mato Grosso do Sul;Trough
2020-06-10;State of Mato Grosso do Sul;Trough
2020-06-11;State of Mato Grosso do Sul;Trough
2020-06-12;State of Mato Grosso do Sul;Trough
2020-06-13;State of Mato Grosso do Sul;Trough
2020-06-14;State of Mato Grosso do Sul;Trough
2020-06-15;State of Mato Grosso do Sul;Trough
2020-06-16;State of Mato Grosso do Sul;Trough
2020-06-17;State of Mato Grosso do Sul;Trough
2020-06-18;State of Mato Grosso do Sul;Trough
2020-06-19;State of Mato Grosso do Sul;Trough
2020-06-20;State of Mato Grosso do Sul;Trough
2020-06-21;State of Mato Grosso do Sul;Trough
2020-06-22;State of Mato Grosso do Sul;Trough
2020-06-23;State of Mato Grosso do Sul;Trough
2020-06-24;State of Mato Grosso do Sul;Trough
2020-06-25;State of Mato Grosso do Sul;Trough
2020-06-26;State of Mato Grosso do Sul;Trough
2020-06-27;State of Mato Grosso do Sul;Trough
2020-06-28;State of Mato Grosso do Sul;Trough
2020-06-29;State of Mato Grosso do Sul;Trough
2020-06-30;State of Mato Grosso do Sul;Trough
2020-07-01;State of Mato Grosso do Sul;Trough
2020-07-02;State of Mato Grosso do Sul;Trough
2020-07-03;State of Mato Grosso do Sul;Trough
2020-07-04;State of Mato Grosso do Sul;Trough
2020-07-05;State of Mato Grosso do Sul;Trough
2020-07-06;State of Mato Grosso do Sul;Trough
2020-07-07;State of Mato Grosso do Sul;Trough
2020-07-08;State of Mato Grosso do Sul;Trough
2020-07-09;State of Mato Grosso do Sul;Trough
2020-07-10;State of Mato Grosso do Sul;Trough
2020-07-11;State of Mato Grosso do Sul;Trough
2020-07-12;State of Mato Grosso do Sul;Trough
2020-07-13;State of Mato Grosso do Sul;Trough
2020-07-14;State of Mato Grosso do Sul;Trough
2020-07-15;State of Mato Grosso do Sul;Trough
2020-07-16;State of Mato Grosso do Sul;Trough
2020-07-17;State of Mato Grosso do Sul;Trough
2020-07-18;State of Mato Grosso do Sul;Trough
2020-07-19;State of Mato Grosso do Sul;Trough
2020-07-20;State of Mato Grosso do Sul;Trough
2020-07-21;State of Mato Grosso do Sul;Trough
2020-07-22;State of Mato Grosso do Sul;Trough
2020-07-23;State of Mato Grosso do Sul;Trough
2020-07-24;State of Mato Grosso do Sul;Trough
2020-07-25;State of Mato Grosso do Sul;Trough
2020-07-26;;Trough
2020-07-27;;Trough
2020-02-25;State of Mato Grosso;Preparation
2020-02-26;State of Mato Grosso;Preparation
2020-02-27;State of Mato Grosso;Preparation
2020-02-28;State of Mato Grosso;Preparation
2020-02-29;State of Mato Grosso;Preparation
2020-03-01;State of Mato Grosso;Preparation
2020-03-02;State of Mato Grosso;Preparation
2020-03-03;State of Mato Grosso;Preparation
2020-03-04;State of Mato Grosso;Preparation
2020-03-05;State of Mato Grosso;Preparation
2020-03-06;State of Mato Grosso;Preparation
2020-03-07;State of Mato Grosso;Preparation
2020-03-08;State of Mato Grosso;Preparation
2020-03-09;State of Mato Grosso;Preparation
2020-03-10;State of Mato Grosso;Preparation
2020-03-11;State of Mato Grosso;Preparation
2020-03-12;State of Mato Grosso;Preparation
2020-03-13;State of Mato Grosso;Preparation
2020-03-14;State of Mato Grosso;Preparation
2020-03-15;State of Mato Grosso;Preparation
2020-03-16;State of Mato Grosso;Preparation
2020-03-17;State of Mato Grosso;Preparation
2020-03-18;State of Mato Grosso;Preparation
2020-03-19;State of Mato Grosso;Preparation
2020-03-20;State of Mato Grosso;Response
2020-03-21;State of Mato Grosso;Response
2020-03-22;State of Mato Grosso;Response
2020-03-23;State of Mato Grosso;Response
2020-03-24;State of Mato Grosso;Response
2020-03-25;State of Mato Grosso;Response
2020-03-26;State of Mato Grosso;Response
2020-03-27;State of Mato Grosso;Response
2020-03-28;State of Mato Grosso;Trough
2020-03-29;State of Mato Grosso;Trough
2020-03-30;State of Mato Grosso;Trough
2020-03-31;State of Mato Grosso;Trough
2020-04-01;State of Mato Grosso;Trough
2020-04-02;State of Mato Grosso;Trough
2020-04-03;State of Mato Grosso;Trough
2020-04-04;State of Mato Grosso;Trough
2020-04-05;State of Mato Grosso;Trough
2020-04-06;State of Mato Grosso;Trough
2020-04-07;State of Mato Grosso;Trough
2020-04-08;State of Mato Grosso;Trough
2020-04-09;State of Mato Grosso;Trough
2020-04-10;State of Mato Grosso;Trough
2020-04-11;State of Mato Grosso;Trough
2020-04-12;State of Mato Grosso;Trough
2020-04-13;State of Mato Grosso;Trough
2020-04-14;State of Mato Grosso;Trough
2020-04-15;State of Mato Grosso;Trough
2020-04-16;State of Mato Grosso;Trough
2020-04-17;State of Mato Grosso;Trough
2020-04-18;State of Mato Grosso;Trough
2020-04-19;State of Mato Grosso;Trough
2020-04-20;State of Mato Grosso;Trough
2020-04-21;State of Mato Grosso;Trough
2020-04-22;State of Mato Grosso;Trough
2020-04-23;State of Mato Grosso;Trough
2020-04-24;State of Mato Grosso;Trough
2020-04-25;State of Mato Grosso;Trough
2020-04-26;State of Mato Grosso;Trough
2020-04-27;State of Mato Grosso;Trough
2020-04-28;State of Mato Grosso;Trough
2020-04-29;State of Mato Grosso;Trough
2020-04-30;State of Mato Grosso;Trough
2020-05-01;State of Mato Grosso;Trough
2020-05-02;State of Mato Grosso;Trough
2020-05-03;State of Mato Grosso;Trough
2020-05-04;State of Mato Grosso;Trough
2020-05-05;State of Mato Grosso;Trough
2020-05-06;State of Mato Grosso;Trough
2020-05-07;State of Mato Grosso;Trough
2020-05-08;State of Mato Grosso;Trough
2020-05-09;State of Mato Grosso;Trough
2020-05-10;State of Mato Grosso;Trough
2020-05-11;State of Mato Grosso;Trough
2020-05-12;State of Mato Grosso;Trough
2020-05-13;State of Mato Grosso;Trough
2020-05-14;State of Mato Grosso;Trough
2020-05-15;State of Mato Grosso;Trough
2020-05-16;State of Mato Grosso;Trough
2020-05-17;State of Mato Grosso;Trough
2020-05-18;State of Mato Grosso;Trough
2020-05-19;State of Mato Grosso;Trough
2020-05-20;State of Mato Grosso;Trough
2020-05-21;State of Mato Grosso;Trough
2020-05-22;State of Mato Grosso;Trough
2020-05-23;State of Mato Grosso;Trough
2020-05-24;State of Mato Grosso;Trough
2020-05-25;State of Mato Grosso;Trough
2020-05-26;State of Mato Grosso;Trough
2020-05-27;State of Mato Grosso;Trough
2020-05-28;State of Mato Grosso;Trough
2020-05-29;State of Mato Grosso;Trough
2020-05-30;State of Mato Grosso;Trough
2020-05-31;State of Mato Grosso;Trough
2020-06-01;State of Mato Grosso;Trough
2020-06-02;State of Mato Grosso;Trough
2020-06-03;State of Mato Grosso;Trough
2020-06-04;State of Mato Grosso;Trough
2020-06-05;State of Mato Grosso;Trough
2020-06-06;State of Mato Grosso;Trough
2020-06-07;State of Mato Grosso;Trough
2020-06-08;State of Mato Grosso;Trough
2020-06-09;State of Mato Grosso;Trough
2020-06-10;State of Mato Grosso;Trough
2020-06-11;State of Mato Grosso;Trough
2020-06-12;State of Mato Grosso;Trough
2020-06-13;State of Mato Grosso;Trough
2020-06-14;State of Mato Grosso;Trough
2020-06-15;State of Mato Grosso;Trough
2020-06-16;State of Mato Grosso;Trough
2020-06-17;State of Mato Grosso;Trough
2020-06-18;State of Mato Grosso;Trough
2020-06-19;State of Mato Grosso;Trough
2020-06-20;State of Mato Grosso;Trough
2020-06-21;State of Mato Grosso;Trough
2020-06-22;State of Mato Grosso;Trough
2020-06-23;State of Mato Grosso;Trough
2020-06-24;State of Mato Grosso;Trough
2020-06-25;State of Mato Grosso;Trough
2020-06-26;State of Mato Grosso;Trough
2020-06-27;State of Mato Grosso;Trough
2020-06-28;State of Mato Grosso;Trough
2020-06-29;State of Mato Grosso;Trough
2020-06-30;State of Mato Grosso;Trough
2020-07-01;State of Mato Grosso;Trough
2020-07-02;State of Mato Grosso;Trough
2020-07-03;State of Mato Grosso;Trough
2020-07-04;State of Mato Grosso;Trough
2020-07-05;State of Mato Grosso;Trough
2020-07-06;State of Mato Grosso;Trough
2020-07-07;State of Mato Grosso;Trough
2020-07-08;State of Mato Grosso;Trough
2020-07-09;State of Mato Grosso;Trough
2020-07-10;State of Mato Grosso;Trough
2020-07-11;State of Mato Grosso;Trough
2020-07-12;State of Mato Grosso;Trough
2020-07-13;State of Mato Grosso;Trough
2020-07-14;State of Mato Grosso;Trough
2020-07-15;State of Mato Grosso;Trough
2020-07-16;State of Mato Grosso;Trough
2020-07-17;State of Mato Grosso;Trough
2020-07-18;State of Mato Grosso;Trough
2020-07-19;State of Mato Grosso;Trough
2020-07-20;State of Mato Grosso;Trough
2020-07-21;State of Mato Grosso;Trough
2020-07-22;State of Mato Grosso;Trough
2020-07-23;State of Mato Grosso;Trough
2020-07-24;State of Mato Grosso;Trough
2020-07-25;State of Mato Grosso;Trough
2020-07-26;;Trough
2020-07-27;;Trough
2020-02-25;State of Goiás;Preparation
2020-02-26;State of Goiás;Preparation
2020-02-27;State of Goiás;Preparation
2020-02-28;State of Goiás;Preparation
2020-02-29;State of Goiás;Preparation
2020-03-01;State of Goiás;Preparation
2020-03-02;State of Goiás;Preparation
2020-03-03;State of Goiás;Preparation
2020-03-04;State of Goiás;Preparation
2020-03-05;State of Goiás;Preparation
2020-03-06;State of Goiás;Preparation
2020-03-07;State of Goiás;Preparation
2020-03-08;State of Goiás;Preparation
2020-03-09;State of Goiás;Preparation
2020-03-10;State of Goiás;Preparation
2020-03-11;State of Goiás;Preparation
2020-03-12;State of Goiás;Preparation
2020-03-13;State of Goiás;Preparation
2020-03-14;State of Goiás;Preparation
2020-03-15;State of Goiás;Preparation
2020-03-16;State of Goiás;Preparation
2020-03-17;State of Goiás;Preparation
2020-03-18;State of Goiás;Preparation
2020-03-19;State of Goiás;Response
2020-03-20;State of Goiás;Response
2020-03-21;State of Goiás;Response
2020-03-22;State of Goiás;Response
2020-03-23;State of Goiás;Response
2020-03-24;State of Goiás;Response
2020-03-25;State of Goiás;Response
2020-03-26;State of Goiás;Response
2020-03-27;State of Goiás;Response
2020-03-28;State of Goiás;Trough
2020-03-29;State of Goiás;Trough
2020-03-30;State of Goiás;Trough
2020-03-31;State of Goiás;Trough
2020-04-01;State of Goiás;Trough
2020-04-02;State of Goiás;Trough
2020-04-03;State of Goiás;Trough
2020-04-04;State of Goiás;Trough
2020-04-05;State of Goiás;Trough
2020-04-06;State of Goiás;Trough
2020-04-07;State of Goiás;Trough
2020-04-08;State of Goiás;Trough
2020-04-09;State of Goiás;Trough
2020-04-10;State of Goiás;Trough
2020-04-11;State of Goiás;Trough
2020-04-12;State of Goiás;Trough
2020-04-13;State of Goiás;Trough
2020-04-14;State of Goiás;Trough
2020-04-15;State of Goiás;Trough
2020-04-16;State of Goiás;Trough
2020-04-17;State of Goiás;Trough
2020-04-18;State of Goiás;Trough
2020-04-19;State of Goiás;Trough
2020-04-20;State of Goiás;Trough
2020-04-21;State of Goiás;Trough
2020-04-22;State of Goiás;Trough
2020-04-23;State of Goiás;Trough
2020-04-24;State of Goiás;Trough
2020-04-25;State of Goiás;Trough
2020-04-26;State of Goiás;Trough
2020-04-27;State of Goiás;Trough
2020-04-28;State of Goiás;Trough
2020-04-29;State of Goiás;Trough
2020-04-30;State of Goiás;Trough
2020-05-01;State of Goiás;Trough
2020-05-02;State of Goiás;Trough
2020-05-03;State of Goiás;Trough
2020-05-04;State of Goiás;Trough
2020-05-05;State of Goiás;Trough
2020-05-06;State of Goiás;Trough
2020-05-07;State of Goiás;Trough
2020-05-08;State of Goiás;Trough
2020-05-09;State of Goiás;Trough
2020-05-10;State of Goiás;Trough
2020-05-11;State of Goiás;Trough
2020-05-12;State of Goiás;Trough
2020-05-13;State of Goiás;Trough
2020-05-14;State of Goiás;Trough
2020-05-15;State of Goiás;Trough
2020-05-16;State of Goiás;Trough
2020-05-17;State of Goiás;Trough
2020-05-18;State of Goiás;Trough
2020-05-19;State of Goiás;Trough
2020-05-20;State of Goiás;Trough
2020-05-21;State of Goiás;Trough
2020-05-22;State of Goiás;Trough
2020-05-23;State of Goiás;Trough
2020-05-24;State of Goiás;Trough
2020-05-25;State of Goiás;Trough
2020-05-26;State of Goiás;Trough
2020-05-27;State of Goiás;Trough
2020-05-28;State of Goiás;Trough
2020-05-29;State of Goiás;Trough
2020-05-30;State of Goiás;Trough
2020-05-31;State of Goiás;Trough
2020-06-01;State of Goiás;Trough
2020-06-02;State of Goiás;Trough
2020-06-03;State of Goiás;Trough
2020-06-04;State of Goiás;Trough
2020-06-05;State of Goiás;Trough
2020-06-06;State of Goiás;Trough
2020-06-07;State of Goiás;Trough
2020-06-08;State of Goiás;Trough
2020-06-09;State of Goiás;Trough
2020-06-10;State of Goiás;Trough
2020-06-11;State of Goiás;Trough
2020-06-12;State of Goiás;Trough
2020-06-13;State of Goiás;Trough
2020-06-14;State of Goiás;Trough
2020-06-15;State of Goiás;Trough
2020-06-16;State of Goiás;Trough
2020-06-17;State of Goiás;Trough
2020-06-18;State of Goiás;Trough
2020-06-19;State of Goiás;Trough
2020-06-20;State of Goiás;Trough
2020-06-21;State of Goiás;Trough
2020-06-22;State of Goiás;Trough
2020-06-23;State of Goiás;Trough
2020-06-24;State of Goiás;Trough
2020-06-25;State of Goiás;Trough
2020-06-26;State of Goiás;Trough
2020-06-27;State of Goiás;Trough
2020-06-28;State of Goiás;Trough
2020-06-29;State of Goiás;Trough
2020-06-30;State of Goiás;Trough
2020-07-01;State of Goiás;Trough
2020-07-02;State of Goiás;Trough
2020-07-03;State of Goiás;Trough
2020-07-04;State of Goiás;Trough
2020-07-05;State of Goiás;Trough
2020-07-06;State of Goiás;Trough
2020-07-07;State of Goiás;Trough
2020-07-08;State of Goiás;Trough
2020-07-09;State of Goiás;Trough
2020-07-10;State of Goiás;Trough
2020-07-11;State of Goiás;Trough
2020-07-12;State of Goiás;Trough
2020-07-13;State of Goiás;Trough
2020-07-14;State of Goiás;Trough
2020-07-15;State of Goiás;Trough
2020-07-16;State of Goiás;Trough
2020-07-17;State of Goiás;Trough
2020-07-18;State of Goiás;Trough
2020-07-19;State of Goiás;Trough
2020-07-20;State of Goiás;Trough
2020-07-21;State of Goiás;Trough
2020-07-22;State of Goiás;Trough
2020-07-23;State of Goiás;Trough
2020-07-24;State of Goiás;Trough
2020-07-25;State of Goiás;Trough
2020-07-26;;Trough
2020-07-27;;Trough
2020-02-25;Federal District;Preparation
2020-02-26;Federal District;Preparation
2020-02-27;Federal District;Preparation
2020-02-28;Federal District;Preparation
2020-02-29;Federal District;Preparation
2020-03-01;Federal District;Preparation
2020-03-02;Federal District;Preparation
2020-03-03;Federal District;Preparation
2020-03-04;Federal District;Preparation
2020-03-05;Federal District;Preparation
2020-03-06;Federal District;Preparation
2020-03-07;Federal District;Preparation
2020-03-08;Federal District;Preparation
2020-03-09;Federal District;Preparation
2020-03-10;Federal District;Preparation
2020-03-11;Federal District;Preparation
2020-03-12;Federal District;Preparation
2020-03-13;Federal District;Preparation
2020-03-14;Federal District;Preparation
2020-03-15;Federal District;Preparation
2020-03-16;Federal District;Preparation
2020-03-17;Federal District;Preparation
2020-03-18;Federal District;Preparation
2020-03-19;Federal District;Response
2020-03-20;Federal District;Response
2020-03-21;Federal District;Response
2020-03-22;Federal District;Response
2020-03-23;Federal District;Response
2020-03-24;Federal District;Response
2020-03-25;Federal District;Response
2020-03-26;Federal District;Response
2020-03-27;Federal District;Response
2020-03-28;Federal District;Trough
2020-03-29;Federal District;Trough
2020-03-30;Federal District;Trough
2020-03-31;Federal District;Trough
2020-04-01;Federal District;Trough
2020-04-02;Federal District;Trough
2020-04-03;Federal District;Trough
2020-04-04;Federal District;Trough
2020-04-05;Federal District;Trough
2020-04-06;Federal District;Trough
2020-04-07;Federal District;Trough
2020-04-08;Federal District;Trough
2020-04-09;Federal District;Trough
2020-04-10;Federal District;Trough
2020-04-11;Federal District;Trough
2020-04-12;Federal District;Trough
2020-04-13;Federal District;Trough
2020-04-14;Federal District;Trough
2020-04-15;Federal District;Trough
2020-04-16;Federal District;Trough
2020-04-17;Federal District;Trough
2020-04-18;Federal District;Trough
2020-04-19;Federal District;Trough
2020-04-20;Federal District;Trough
2020-04-21;Federal District;Trough
2020-04-22;Federal District;Trough
2020-04-23;Federal District;Trough
2020-04-24;Federal District;Trough
2020-04-25;Federal District;Trough
2020-04-26;Federal District;Trough
2020-04-27;Federal District;Trough
2020-04-28;Federal District;Trough
2020-04-29;Federal District;Trough
2020-04-30;Federal District;Trough
2020-05-01;Federal District;Trough
2020-05-02;Federal District;Trough
2020-05-03;Federal District;Trough
2020-05-04;Federal District;Trough
2020-05-05;Federal District;Trough
2020-05-06;Federal District;Trough
2020-05-07;Federal District;Trough
2020-05-08;Federal District;Trough
2020-05-09;Federal District;Trough
2020-05-10;Federal District;Trough
2020-05-11;Federal District;Trough
2020-05-12;Federal District;Trough
2020-05-13;Federal District;Trough
2020-05-14;Federal District;Trough
2020-05-15;Federal District;Trough
2020-05-16;Federal District;Trough
2020-05-17;Federal District;Trough
2020-05-18;Federal District;Trough
2020-05-19;Federal District;Trough
2020-05-20;Federal District;Trough
2020-05-21;Federal District;Trough
2020-05-22;Federal District;Trough
2020-05-23;Federal District;Trough
2020-05-24;Federal District;Trough
2020-05-25;Federal District;Trough
2020-05-26;Federal District;Trough
2020-05-27;Federal District;Trough
2020-05-28;Federal District;Trough
2020-05-29;Federal District;Trough
2020-05-30;Federal District;Trough
2020-05-31;Federal District;Trough
2020-06-01;Federal District;Trough
2020-06-02;Federal District;Trough
2020-06-03;Federal District;Trough
2020-06-04;Federal District;Trough
2020-06-05;Federal District;Trough
2020-06-06;Federal District;Trough
2020-06-07;Federal District;Trough
2020-06-08;Federal District;Trough
2020-06-09;Federal District;Trough
2020-06-10;Federal District;Trough
2020-06-11;Federal District;Trough
2020-06-12;Federal District;Trough
2020-06-13;Federal District;Trough
2020-06-14;Federal District;Trough
2020-06-15;Federal District;Trough
2020-06-16;Federal District;Trough
2020-06-17;Federal District;Trough
2020-06-18;Federal District;Trough
2020-06-19;Federal District;Trough
2020-06-20;Federal District;Trough
2020-06-21;Federal District;Trough
2020-06-22;Federal District;Trough
2020-06-23;Federal District;Trough
2020-06-24;Federal District;Trough
2020-06-25;Federal District;Trough
2020-06-26;Federal District;Trough
2020-06-27;Federal District;Trough
2020-06-28;Federal District;Trough
2020-06-29;Federal District;Trough
2020-06-30;Federal District;Trough
2020-07-01;Federal District;Trough
2020-07-02;Federal District;Trough
2020-07-03;Federal District;Trough
2020-07-04;Federal District;Trough
2020-07-05;Federal District;Trough
2020-07-06;Federal District;Trough
2020-07-07;Federal District;Trough
2020-07-08;Federal District;Trough
2020-07-09;Federal District;Trough
2020-07-10;Federal District;Trough
2020-07-11;Federal District;Trough
2020-07-12;Federal District;Trough
2020-07-13;Federal District;Trough
2020-07-14;Federal District;Trough
2020-07-15;Federal District;Trough
2020-07-16;Federal District;Trough
2020-07-17;Federal District;Trough
2020-07-18;Federal District;Trough
2020-07-19;Federal District;Trough
2020-07-20;Federal District;Trough
2020-07-21;Federal District;Trough
2020-07-22;Federal District;Trough
2020-07-23;Federal District;Trough
2020-07-24;Federal District;Trough
2020-07-25;Federal District;Trough
2020-07-26;;Trough
2020-07-27;;Trough
2020-02-25;Brasil;Preparation
2020-02-26;Brasil;Preparation
2020-02-27;Brasil;Preparation
2020-02-28;Brasil;Preparation
2020-02-29;Brasil;Preparation
2020-03-01;Brasil;Preparation
2020-03-02;Brasil;Preparation
2020-03-03;Brasil;Preparation
2020-03-04;Brasil;Preparation
2020-03-05;Brasil;Preparation
2020-03-06;Brasil;Preparation
2020-03-07;Brasil;Preparation
2020-03-08;Brasil;Preparation
2020-03-09;Brasil;Preparation
2020-03-10;Brasil;Response
2020-03-11;Brasil;Response
2020-03-12;Brasil;Response
2020-03-13;Brasil;Response
2020-03-14;Brasil;Response
2020-03-15;Brasil;Response
2020-03-16;Brasil;Response
2020-03-17;Brasil;Response
2020-03-18;Brasil;Response
2020-03-19;Brasil;Response
2020-03-20;Brasil;Response
2020-03-21;Brasil;Response
2020-03-22;Brasil;Response
2020-03-23;Brasil;Response
2020-03-24;Brasil;Response
2020-03-25;Brasil;Response
2020-03-26;Brasil;Response
2020-03-27;Brasil;Response
2020-03-28;Brasil;Response
2020-03-29;Brasil;Trough
2020-03-30;Brasil;Trough
2020-03-31;Brasil;Trough
2020-04-01;Brasil;Trough
2020-04-02;Brasil;Trough
2020-04-03;Brasil;Trough
2020-04-04;Brasil;Trough
2020-04-05;Brasil;Trough
2020-04-06;Brasil;Trough
2020-04-07;Brasil;Trough
2020-04-08;Brasil;Trough
2020-04-09;Brasil;Trough
2020-04-10;Brasil;Trough
2020-04-11;Brasil;Trough
2020-04-12;Brasil;Trough
2020-04-13;Brasil;Trough
2020-04-14;Brasil;Trough
2020-04-15;Brasil;Trough
2020-04-16;Brasil;Trough
2020-04-17;Brasil;Trough
2020-04-18;Brasil;Trough
2020-04-19;Brasil;Trough
2020-04-20;Brasil;Trough
2020-04-21;Brasil;Trough
2020-04-22;Brasil;Trough
2020-04-23;Brasil;Trough
2020-04-24;Brasil;Trough
2020-04-25;Brasil;Trough
2020-04-26;Brasil;Trough
2020-04-27;Brasil;Trough
2020-04-28;Brasil;Trough
2020-04-29;Brasil;Trough
2020-04-30;Brasil;Trough
2020-05-01;Brasil;Trough
2020-05-02;Brasil;Trough
2020-05-03;Brasil;Trough
2020-05-04;Brasil;Trough
2020-05-05;Brasil;Trough
2020-05-06;Brasil;Trough
2020-05-07;Brasil;Trough
2020-05-08;Brasil;Trough
2020-05-09;Brasil;Trough
2020-05-10;Brasil;Trough
2020-05-11;Brasil;Trough
2020-05-12;Brasil;Trough
2020-05-13;Brasil;Trough
2020-05-14;Brasil;Trough
2020-05-15;Brasil;Trough
2020-05-16;Brasil;Trough
2020-05-17;Brasil;Trough
2020-05-18;Brasil;Trough
2020-05-19;Brasil;Trough
2020-05-20;Brasil;Trough
2020-05-21;Brasil;Trough
2020-05-22;Brasil;Trough
2020-05-23;Brasil;Trough
2020-05-24;Brasil;Trough
2020-05-25;Brasil;Trough
2020-05-26;Brasil;Trough
2020-05-27;Brasil;Trough
2020-05-28;Brasil;Trough
2020-05-29;Brasil;Trough
2020-05-30;Brasil;Trough
2020-05-31;Brasil;Trough
2020-06-01;Brasil;Trough
2020-06-02;Brasil;Trough
2020-06-03;Brasil;Trough
2020-06-04;Brasil;Trough
2020-06-05;Brasil;Trough
2020-06-06;Brasil;Trough
2020-06-07;Brasil;Trough
2020-06-08;Brasil;Trough
2020-06-09;Brasil;Trough
2020-06-10;Brasil;Trough
2020-06-11;Brasil;Trough
2020-06-12;Brasil;Trough
2020-06-13;Brasil;Trough
2020-06-14;Brasil;Trough
2020-06-15;Brasil;Trough
2020-06-16;Brasil;Trough
2020-06-17;Brasil;Trough
2020-06-18;Brasil;Trough
2020-06-19;Brasil;Trough
2020-06-20;Brasil;Trough
2020-06-21;Brasil;Trough
2020-06-22;Brasil;Trough
2020-06-23;Brasil;Trough
2020-06-24;Brasil;Trough
2020-06-25;Brasil;Trough
2020-06-26;Brasil;Trough
2020-06-27;Brasil;Trough
2020-06-28;Brasil;Trough
2020-06-29;Brasil;Trough
2020-06-30;Brasil;Trough
2020-07-01;Brasil;Trough
2020-07-02;Brasil;Trough
2020-07-03;Brasil;Trough
2020-07-04;Brasil;Trough
2020-07-05;Brasil;Trough
2020-07-06;Brasil;Trough
2020-07-07;Brasil;Trough
2020-07-08;Brasil;Trough
2020-07-09;Brasil;Trough
2020-07-10;Brasil;Trough
2020-07-11;Brasil;Trough
2020-07-12;Brasil;Trough
2020-07-13;Brasil;Trough
2020-07-14;Brasil;Trough
2020-07-15;Brasil;Trough
2020-07-16;Brasil;Trough
2020-07-17;Brasil;Trough
2020-07-18;Brasil;Trough
2020-07-19;Brasil;Trough
2020-07-20;Brasil;Trough
2020-07-21;Brasil;Trough
2020-07-22;Brasil;Trough
2020-07-23;Brasil;Trough
2020-07-24;Brasil;Trough
2020-07-25;Brasil;Trough
2020-07-26;;Trough
2020-07-27;;Trough
