data,consumo_diario,pred,ma_consumo,ma_pred,dif_baseline,dif_consumo,ma_dif_baseline,consumo_diario_acl,pred_acl,ma_consumo_acl,ma_pred_acl,dif_baseline_acl,dif_consumo_acl,ma_dif_baseline_acl,half_cum_deaths,doubl_days,mobility,smth_date,smth_mob,activity,PET_Phase
2018-08-22,62872.112507163,62687.56950734347,60161.998905623426,59892.836394120306,0.004494068534873128,269.1625115031202,8.747507535814476e-4,19395.494135463,19576.02295190162,18766.01549988629,18614.984930245042,0.008113386618748063,151.03056964124698,0.005417417577455082,NA,NA,NA,NA,NA,NA,NA
2018-08-23,63365.506850761,62507.64584896493,60303.71710201314,59893.63990250726,0.006846757020835455,410.07719950588216,0.0022080580746585586,19488.075071661002,19518.781613249655,18786.75371683457,18616.11024310394,0.009166440867734023,170.64347373062992,0.006850287560136682,NA,NA,NA,NA,NA,NA,NA
2018-08-24,64074.532049277,62183.54724936408,60547.253619414856,59894.443410894215,0.010899345103554317,652.810208520641,0.004056383023458927,19701.615628877,19517.54468984849,18794.616410207713,18617.235555962838,0.009527776221752885,177.38085424487508,0.008139962693892437,NA,NA,NA,NA,NA,NA,NA
2018-08-25,58152.385284991,56957.72185774722,60644.011171623,59895.24691928117,0.012501229911463881,748.7642523418326,0.006004388304528665,18152.981280991,17892.426090244855,18752.843392958715,18618.360868821732,0.0072231129842470565,134.48252413698356,0.00869459854418045,NA,NA,NA,NA,NA,NA,NA
2018-08-26,51708.958603007,51837.54914504623,60590.15059838957,59896.050427668124,0.011588413021650854,694.1001707214455,0.007457412857083707,15632.635065606999,15569.90736871298,18690.466034525285,18619.48618168063,0.0038121273676440743,70.9798528446554,0.008152067305063725,NA,NA,NA,NA,NA,NA,NA
2018-08-27,60360.325617566,60795.50928793417,60469.239674177574,59896.85393605508,0.009556190359072366,572.3857381224952,0.008439483694559083,18836.085272546,18783.995371931836,18665.430572156143,18620.61149453953,0.0024069605678500505,44.81907761661205,0.007090197322892832,NA,NA,NA,NA,NA,NA,NA
2018-08-28,61860.560679169,62314.05921469412,60342.05451313343,59897.65744444203,0.007419272934064174,444.39706869139627,0.009043610983644881,19340.347801269,19493.479565899554,18649.60489377343,18621.73680739843,0.0014965352943840035,27.86808637500144,0.005963762846051451,NA,NA,NA,NA,NA,NA,NA
2018-08-29,62377.404101076,62693.19406605216,60271.381883692426,59898.46095282899,0.0062258850216054705,372.9209308634381,0.00929101333889236,19365.152770376,19583.900141913902,18645.270413046714,18622.862120257323,0.0012032679318940752,22.408292789390543,0.004976603033643738,NA,NA,NA,NA,NA,NA,NA
2018-08-30,62897.232113696,62513.27040767361,60204.48549268314,59899.26446121594,0.005095572278100751,305.22103146719746,0.009040844089930259,19232.800075196,19526.65880326194,18608.802556408857,18623.98743311622,-8.153397204490882e-4,-15.18487670736431,0.0035506343781890083,NA,NA,NA,NA,NA,NA,NA
2018-08-31,63585.925122027,62189.17180807276,60134.684503076,59900.0679696029,0.003916799119362674,234.61653347310494,0.008043337520760025,19317.545850527,19525.421879860773,18553.935445216,18625.11274597512,-0.0038215769069370933,-71.17730075911822,0.001643583931233297,NA,NA,NA,NA,NA,NA,NA
2018-09-01,59035.379441054,59325.24759516611,60260.826525370714,60238.285932091305,3.7419048252501755e-4,22.540593279409222,0.006310903316625901,18030.244029054,18074.239455115618,18536.401552082145,18651.0860838138,-0.006148946566236848,-114.68453173165472,-2.667102902644037e-4,NA,NA,NA,NA,NA,NA,NA
2018-09-02,53334.726996627,54205.07488246512,60493.07915303072,60576.50389457972,-0.0013771798665400917,-83.42474154900265,0.004458675761170052,15646.623302427,15751.720733583745,18538.39987162786,18677.05942165248,-0.007424056801140382,-138.65955002462215,-0.0018718794572336118,NA,NA,NA,NA,NA,NA,NA
2018-09-03,62160.347644818,63163.035025353056,60750.22515692386,60914.721857068136,-0.002700442440339095,-164.4967001442783,0.002707728218396986,18946.043232768,18965.8087368026,18554.108151659573,18703.03275949116,-0.007962591401440709,-148.92460783158822,-0.0033532440242751487,NA,NA,NA,NA,NA,NA,NA
2018-09-04,62349.566965273996,64681.58495211301,60820.083197796,61252.939819556545,-0.007066707704735295,-432.85662176054757,6.383024128542045e-4,19321.577502974,19675.292930770316,18551.426680474575,18729.006097329842,-0.009481518449640776,-177.57941685526748,-0.004921537416278689,NA,NA,NA,NA,NA,NA,NA
2018-09-05,61780.191801711,64968.87193688322,60734.76715502957,61578.036658246696,-0.013694322667304335,-843.269503217125,-0.002207441542704339,19273.752732711,19742.780891099563,18538.369532236717,18751.703347213508,-0.011376769940662097,-213.33381497679147,-0.006718685683786713,NA,NA,NA,NA,NA,NA,NA
2018-09-06,61904.917764272,64880.7961450925,60593.00796225471,61916.25462073511,-0.02137155528198337,-1323.2466584803988,-0.005988459765573499,19469.671650872,19708.472168132703,18572.20832876186,18777.67668505219,-0.010942160722891319,-205.46835629033012,-0.008165374398421318,NA,NA,NA,NA,NA,NA,NA
2018-09-07,55421.17563701,57756.74730615333,59426.615178680855,61283.05112046091,-0.03029281192496359,-1856.4359417800515,-0.01087554705762011,17347.80785891,17530.63728332166,18290.817187102286,18492.70745697517,-0.010917291064199216,-201.89026987288526,-0.009179047849458763,NA,NA,NA,NA,NA,NA,NA
2018-09-08,54794.474214478,59305.127505700904,58820.77157488429,61280.17682196588,-0.04013378183008137,-2459.4052470815877,-0.01666240024513531,16733.723740278,18079.63635820716,18105.600002991432,18493.478443131105,-0.020973795780627743,-387.87844013967333,-0.011296883451514606,NA,NA,NA,NA,NA,NA,NA
2018-09-09,51808.465569729,54210.699441173805,58602.73422818457,61280.98033035283,-0.04370436125091997,-2678.246102168261,-0.022709140442903862,15634.473458528999,15759.597923596028,18103.864311006,18494.603755990003,-0.021127213653196055,-390.73944498400306,-0.013254477287522558,NA,NA,NA,NA,NA,NA,NA
2018-09-10,61524.293751009,63168.659584061745,58511.86938621186,61281.783838739786,-0.04519963811459584,-2769.914452527926,-0.028780454110654826,18751.960913009,18973.685926814884,18076.138265326143,18495.7290688489,-0.022685821248833428,-419.5908035227585,-0.015357795837150091,NA,NA,NA,NA,NA,NA,NA
2018-09-11,63604.496015462,64687.20951082169,58691.14496481014,61282.58734712674,-0.04228676520522433,-2591.4423823166,-0.033811890896438976,19597.124568062,19683.1701207826,18115.502131767287,18496.8543817078,-0.02061714073489407,-381.3522499405117,-0.016948599020757703,NA,NA,NA,NA,NA,NA,NA
2018-09-12,63898.78055001,65066.344362179734,58993.80050028143,61296.51197931196,-0.03756676203382846,-2302.7114790305277,-0.03722223937737099,19698.97474991,19773.59069679695,18176.248134224286,18501.25578252171,-0.017566788553048537,-325.0076482974255,-0.017832887393955766,NA,NA,NA,NA,NA,NA,NA
2018-09-13,64186.605767694,64873.57140932626,59319.755929341714,61295.479874202494,-0.032232783704697045,-1975.7239448607797,-0.03877384343775866,19856.260381694,19716.349358144987,18231.475095770285,18502.38109538061,-0.014641683046835515,-270.9059996103242,-0.01836139058309065,NA,NA,NA,NA,NA,NA,NA
2018-09-14,63368.005486528,64562.322104200335,60455.017336415716,62267.70484535207,-0.029111198388287147,-1812.687508936353,-0.03860504150394774,19686.085946528,19715.112434743824,18565.51482257286,18814.448974155206,-0.013231009418575045,-248.9341515823471,-0.018691921776572914,NA,NA,NA,NA,NA,NA,NA
2018-09-15,58163.525042326,59336.49671258348,60936.31031182257,62272.18616062101,-0.021452207336237764,-1335.8758487984378,-0.03593624514768436,18328.175625726,18089.993835140183,18793.293663351145,18815.928613717064,-0.00120296748731377,-22.634950365918485,-0.015867517734670916,NA,NA,NA,NA,NA,NA,NA
2018-09-16,52662.391570269,54196.286773398344,61058.29974047114,62270.127208081656,-0.019460815674281106,-1211.8274676105138,-0.032472881493878815,15873.965579169,15768.245598382278,18827.506823442574,18817.163995829385,5.496485876129567e-4,10.342827613189002,-0.012770823128841058,NA,NA,NA,NA,NA,NA,NA
2018-09-17,61622.067968636,63174.284142770426,61072.26748584643,62270.93071646861,-0.019249161957766804,-1198.66323062218,-0.028765670614331808,19037.845492536,18981.563116827165,18868.347477660715,18818.289308688283,0.0026600807412031744,50.058168972431304,-0.009149979987407257,NA,NA,NA,NA,NA,NA,NA
